-0.333333	0.677988
-0.320000	0.689245
-0.306666	0.700555
-0.293333	0.711924
-0.280000	0.723407
-0.266666	0.735050
-0.253333	0.746871
-0.240000	0.758867
-0.226666	0.771029
-0.213333	0.783348
-0.200000	0.795818
-0.186666	0.808437
-0.173333	0.821205
-0.160000	0.834122
-0.146666	0.847187
-0.133333	0.860400
-0.120000	0.873757
-0.106666	0.887258
-0.093333	0.900901
-0.080000	0.914681
-0.066666	0.928597
-0.053333	0.942647
-0.040000	0.956825
-0.026666	0.971129
-0.013333	0.985552
0.000000	1.000087
0.013334	1.014724
0.026667	1.029452
0.040000	1.044264
0.053334	1.059158
0.066667	1.074147
0.080000	1.089274
0.093334	1.104617
0.106667	1.120280
0.120000	1.136358
0.133334	1.152841
0.146667	1.169460
0.160000	1.185523
0.173334	1.199929
0.186667	1.211664
0.200000	1.221005
0.213334	1.231000
0.226667	1.248055
0.240000	1.280945
0.253334	1.338017
0.266667	1.414180
0.280000	1.448100
0.293334	1.331106
0.306667	1.097095
0.320000	0.884963
0.333334	0.752137
0.346667	0.690033
0.360000	0.672563
0.373333	0.674091
0.386667	0.676366
0.400000	0.671547
0.413333	0.660236
0.426667	0.646298
0.440000	0.632796
0.453333	0.620799
0.466667	0.610026
0.480000	0.599826
0.493333	0.589764
0.506667	0.579727
0.520000	0.569784
0.533333	0.560025
0.546667	0.550492
0.560000	0.541182
0.573333	0.532073
0.586667	0.523148
0.600000	0.514397
0.613333	0.505817
0.626667	0.497409
0.640000	0.489167
0.653333	0.481089
0.666667	0.473171
0.680000	0.465408
0.693333	0.457797
0.706667	0.450336
0.720000	0.443020
0.733333	0.435847
0.746667	0.428813
0.760000	0.421917
0.773333	0.415154
0.786667	0.408522
0.800000	0.402019
0.813333	0.395642
0.826667	0.389388
0.840000	0.383255
0.853333	0.377240
0.866667	0.371340
0.880000	0.365555
0.893333	0.359881
0.906667	0.354317
0.920000	0.348858
0.933333	0.343500
0.946667	0.338242
0.960000	0.333087
0.973333	0.328043
0.986667	0.323091
1.000000	0.318178
