-0.333333	0.735044
-0.320000	0.727747
-0.306666	0.720449
-0.293333	0.713123
-0.280000	0.705714
-0.266666	0.698182
-0.253333	0.690515
-0.240000	0.682718
-0.226666	0.674803
-0.213333	0.666781
-0.200000	0.658658
-0.186666	0.650441
-0.173333	0.642132
-0.160000	0.633736
-0.146666	0.625256
-0.133333	0.616698
-0.120000	0.608067
-0.106666	0.599369
-0.093333	0.590610
-0.080000	0.581798
-0.066666	0.572937
-0.053333	0.564035
-0.040000	0.555099
-0.026666	0.546138
-0.013333	0.537158
0.000000	0.528171
0.013334	0.519185
0.026667	0.510212
0.040000	0.501262
0.053334	0.492338
0.066667	0.483437
0.080000	0.474541
0.093334	0.465614
0.106667	0.456609
0.120000	0.447490
0.133334	0.438278
0.146667	0.429119
0.160000	0.420345
0.173334	0.412441
0.186667	0.405826
0.200000	0.400371
0.213334	0.394778
0.226667	0.386147
0.240000	0.370472
0.253334	0.345515
0.266667	0.317307
0.280000	0.307492
0.293334	0.347251
0.306667	0.443940
0.320000	0.562634
0.333334	0.657664
0.346667	0.707873
0.360000	0.720870
0.373333	0.716614
0.386667	0.711522
0.400000	0.712551
0.413333	0.719245
0.426667	0.728346
0.440000	0.737170
0.453333	0.744705
0.466667	0.751157
0.480000	0.757106
0.493333	0.762952
0.506667	0.768808
0.520000	0.774610
0.533333	0.780272
0.546667	0.785750
0.560000	0.791045
0.573333	0.796176
0.586667	0.801160
0.600000	0.806006
0.613333	0.810713
0.626667	0.815285
0.640000	0.819722
0.653333	0.824028
0.666667	0.828207
0.680000	0.832263
0.693333	0.836198
0.706667	0.840016
0.720000	0.843719
0.733333	0.847312
0.746667	0.850796
0.760000	0.854175
0.773333	0.857451
0.786667	0.860628
0.800000	0.863708
0.813333	0.866694
0.826667	0.869588
0.840000	0.872393
0.853333	0.875113
0.866667	0.877748
0.880000	0.880302
0.893333	0.882777
0.906667	0.885176
0.920000	0.887500
0.933333	0.889750
0.946667	0.891930
0.960000	0.894049
0.973333	0.896117
0.986667	0.898114
1.000000	0.900000
