1.023827	220.067390	207412.343844
1.016528	221.813238	206137.213346
1.009229	223.513101	204862.993977
1.001886	225.158922	203581.382665
0.994439	226.751598	202280.337909
0.986847	228.291776	200951.391784
0.979094	229.777981	199591.446626
0.971185	231.207305	198201.066146
0.963129	232.576455	196782.136562
0.954937	233.882378	195336.362015
0.946613	235.122414	193864.770279
0.938163	236.294220	192367.833127
0.929587	237.395641	190845.774312
0.920889	238.424629	189298.819219
0.912071	239.379214	187727.316859
0.903136	240.257513	186131.761109
0.894090	241.057756	184512.763076
0.884936	241.778305	182871.014645
0.875681	242.417669	181207.263035
0.866328	242.974516	179522.301408
0.856883	243.447675	177816.973880
0.847352	243.836143	176092.192529
0.837742	244.139094	174348.965305
0.828059	244.355883	172588.434099
0.818312	244.486061	170811.918431
0.808509	244.529401	169020.949634
0.798660	244.485917	167217.260724
0.788777	244.355886	165402.669582
0.778868	244.139840	163578.765561
0.768939	243.838503	161746.304592
0.758985	243.452554	159904.281951
0.748984	242.982164	158048.860986
0.738894	242.426356	156172.761884
0.728659	241.782718	154266.328089
0.718234	241.048421	152322.023998
0.707642	240.223384	150343.911980
0.697049	239.315011	148361.420442
0.686829	238.342283	146440.848518
0.677537	237.337950	144679.401490
0.669708	236.351517	143162.563363
0.663351	235.441778	141874.908541
0.657059	234.585203	140570.580042
0.646994	233.412860	138640.631443
0.627351	231.062465	135170.585419
0.595473	227.087088	129680.160231
0.561940	223.437059	123748.538896
0.555121	223.856567	122007.742274
0.604376	228.162148	129876.896402
0.709716	230.411285	148382.118035
0.834232	226.850557	171498.280952
0.932995	220.445419	190457.827488
0.985260	215.619210	200562.540242
0.999166	213.572947	203045.062567
0.995279	213.010052	201949.651725
0.990338	212.438778	200667.184907
0.991384	211.188745	200632.821173
0.997998	209.299116	201759.035702
1.006971	207.097683	203383.469427
1.015660	204.873942	204956.268817
1.023069	202.749899	206267.113841
1.029400	200.710754	207357.060872
1.035220	198.693783	208345.029634
1.040925	196.653168	209314.693397
1.046623	194.577342	210289.414409
1.052258	192.476364	211256.761319
1.057745	190.364195	212198.614488
1.063043	188.249260	213105.983431
1.068154	186.133956	213979.195277
1.073099	184.018030	214822.364287
1.077892	181.901450	215639.018498
1.082544	179.785321	216430.821317
1.087056	177.671474	217198.232856
1.091430	175.561820	217941.479857
1.095668	173.458000	218661.034068
1.099776	171.361388	219357.612038
1.103756	169.273209	220032.003930
1.107613	167.194635	220684.952000
1.111350	165.126802	221317.126069
1.114972	163.070797	221929.149833
1.118480	161.027638	222521.628325
1.121878	158.998268	223095.158174
1.125170	156.983561	223650.325614
1.128359	154.984327	224187.702074
1.131448	153.001320	224707.842260
1.134439	151.035237	225211.284426
1.137336	149.086713	225698.551142
1.140142	147.156317	226170.150144
1.142859	145.244552	226626.575967
1.145489	143.351873	227068.311007
1.148036	141.478720	227495.822485
1.150502	139.625554	227909.559531
1.152892	137.792878	228309.969991
1.155209	135.981167	228697.533927
1.157454	134.190584	229072.715900
1.159623	132.420483	229435.740112
1.161709	130.669473	229786.530674
1.163711	128.937513	230125.661740
1.165649	127.229110	230455.817886
1.167573	125.550597	230779.569178
1.169515	123.896012	231091.068741
1.171458	122.241427	231377.937846

 0.086829 
