 Iter cont_resid imp_resid energy_resid
7790 0.020262 0.007422 0.009207
7800 0.019928 0.007325 0.009095
7810 0.019615 0.007227 0.008982
7820 0.019331 0.007128 0.008869
7830 0.019050 0.007030 0.008757
7840 0.018770 0.006932 0.008645
7850 0.018492 0.006833 0.008532
7860 0.018214 0.006735 0.008418
7870 0.017936 0.006637 0.008304
7880 0.017660 0.006538 0.008189
7890 0.017386 0.006440 0.008072
7900 0.017117 0.006342 0.007955
7910 0.016848 0.006244 0.007837
7920 0.016578 0.006147 0.007719
7930 0.016312 0.006049 0.007599
7940 0.016047 0.005952 0.007479
7950 0.015782 0.005855 0.007359
7960 0.015517 0.005759 0.007237
7970 0.015253 0.005663 0.007116
7980 0.014988 0.005567 0.006993
7990 0.014724 0.005472 0.006871
8000 0.014459 0.005377 0.006748
8010 0.014194 0.005283 0.006625
8020 0.013927 0.005191 0.006501
8030 0.013659 0.005101 0.006376
8040 0.013393 0.005012 0.006251
8050 0.013126 0.004922 0.006126
8060 0.012860 0.004833 0.006002
8070 0.012595 0.004745 0.005877
8080 0.012331 0.004656 0.005753
8090 0.012068 0.004569 0.005629
8100 0.011805 0.004482 0.005506
8110 0.011544 0.004395 0.005383
8120 0.011283 0.004309 0.005261
8130 0.011025 0.004223 0.005139
8140 0.010767 0.004138 0.005018
8150 0.010511 0.004057 0.004898
8160 0.010257 0.003976 0.004778
8170 0.010005 0.003895 0.004659
8180 0.009754 0.003815 0.004541
8190 0.009506 0.003735 0.004424
8200 0.009260 0.003656 0.004308
8210 0.009017 0.003578 0.004193
8220 0.008776 0.003501 0.004079
8230 0.008538 0.003424 0.003966
8240 0.008302 0.003348 0.003855
8250 0.008069 0.003273 0.003744
8260 0.007840 0.003198 0.003635
8270 0.007613 0.003125 0.003528
8280 0.007390 0.003052 0.003421
8290 0.007169 0.002980 0.003316
8300 0.006953 0.002909 0.003213
8310 0.006740 0.002839 0.003111
8320 0.006530 0.002770 0.003011
8330 0.006324 0.002702 0.002912
8340 0.006121 0.002635 0.002815
8350 0.005923 0.002569 0.002720
8360 0.005728 0.002503 0.002626
8370 0.005537 0.002439 0.002538
8380 0.005350 0.002375 0.002451
8390 0.005166 0.002313 0.002366
8400 0.004987 0.002251 0.002283
8410 0.004811 0.002191 0.002202
8420 0.004639 0.002131 0.002122
8430 0.004472 0.002072 0.002044
8440 0.004314 0.002014 0.001967
8450 0.004160 0.001957 0.001893
8460 0.004010 0.001901 0.001820
8470 0.003863 0.001846 0.001749
8480 0.003719 0.001791 0.001679
8490 0.003579 0.001738 0.001612
8500 0.003443 0.001685 0.001546
8510 0.003309 0.001633 0.001481
8520 0.003179 0.001583 0.001418
8530 0.003052 0.001533 0.001357
8540 0.002928 0.001483 0.001297
8550 0.002807 0.001435 0.001239
8560 0.002689 0.001390 0.001183
8570 0.002574 0.001346 0.001128
8580 0.002461 0.001302 0.001074
8590 0.002351 0.001260 0.001021
8600 0.002244 0.001218 0.000970
8610 0.002140 0.001177 0.000921
8620 0.002038 0.001137 0.000872
8630 0.001939 0.001097 0.000825
8640 0.001842 0.001058 0.000779
8650 0.001748 0.001020 0.000743
8660 0.001672 0.000984 0.000708
8670 0.001598 0.000950 0.000674
8680 0.001526 0.000916 0.000640
8690 0.001456 0.000883 0.000608
8700 0.001391 0.000851 0.000582
8710 0.001350 0.000819 0.000564
8720 0.001309 0.000788 0.000547
8730 0.001293 0.000759 0.000542
8740 0.001287 0.000734 0.000541
8750 0.001296 0.000712 0.000547
8760 0.001308 0.000692 0.000555
8770 0.001323 0.000673 0.000563
8780 0.001343 0.000655 0.000574
8790 0.001362 0.000638 0.000584
8800 0.001381 0.000620 0.000595
8810 0.001400 0.000603 0.000606
8820 0.001418 0.000586 0.000616
8830 0.001436 0.000569 0.000626
8840 0.001452 0.000553 0.000635
8850 0.001467 0.000536 0.000643
8860 0.001481 0.000520 0.000651
8870 0.001494 0.000505 0.000659
8880 0.001505 0.000489 0.000666
8890 0.001516 0.000474 0.000672
8900 0.001525 0.000459 0.000678
8910 0.001534 0.000445 0.000684
8920 0.001542 0.000430 0.000689
8930 0.001549 0.000416 0.000694
8940 0.001554 0.000402 0.000698
8950 0.001559 0.000388 0.000701
8960 0.001564 0.000375 0.000705
8970 0.001567 0.000362 0.000707
8980 0.001569 0.000350 0.000710
8990 0.001571 0.000339 0.000712
9000 0.001572 0.000329 0.000713
9010 0.001574 0.000319 0.000715
9020 0.001575 0.000308 0.000717
9030 0.001577 0.000298 0.000719
9040 0.001577 0.000289 0.000721
9050 0.001579 0.000279 0.000723
9060 0.001579 0.000269 0.000725
9070 0.001579 0.000261 0.000726
9080 0.001578 0.000253 0.000727
9090 0.001577 0.000247 0.000728
9100 0.001575 0.000244 0.000729
9110 0.001572 0.000244 0.000729
9120 0.001569 0.000246 0.000729
9130 0.001566 0.000248 0.000728
9140 0.001561 0.000250 0.000727
9150 0.001557 0.000253 0.000726
9160 0.001551 0.000257 0.000725
9170 0.001546 0.000260 0.000723
9180 0.001540 0.000264 0.000721
9190 0.001533 0.000268 0.000719
9200 0.001526 0.000272 0.000717
9210 0.001518 0.000277 0.000714
9220 0.001511 0.000281 0.000712
9230 0.001502 0.000286 0.000709
9240 0.001494 0.000291 0.000707
9250 0.001486 0.000295 0.000704
9260 0.001478 0.000300 0.000701
9270 0.001470 0.000305 0.000698
9280 0.001461 0.000309 0.000695
9290 0.001452 0.000313 0.000692
9300 0.001443 0.000318 0.000688
9310 0.001434 0.000322 0.000685
9320 0.001425 0.000326 0.000681
9330 0.001415 0.000329 0.000677
9340 0.001405 0.000333 0.000672
9350 0.001395 0.000336 0.000668
9360 0.001385 0.000339 0.000663
9370 0.001374 0.000342 0.000658
9380 0.001363 0.000344 0.000653
9390 0.001353 0.000346 0.000648
9400 0.001341 0.000348 0.000643
9410 0.001330 0.000350 0.000637
9420 0.001319 0.000352 0.000632
9430 0.001307 0.000353 0.000627
9440 0.001296 0.000354 0.000622
9450 0.001284 0.000355 0.000618
9460 0.001272 0.000356 0.000614
9470 0.001260 0.000357 0.000610
9480 0.001249 0.000357 0.000605
9490 0.001237 0.000357 0.000601
9500 0.001225 0.000357 0.000596
9510 0.001213 0.000357 0.000591
9520 0.001201 0.000357 0.000587
9530 0.001189 0.000357 0.000582
9540 0.001177 0.000356 0.000577
9550 0.001165 0.000355 0.000572
9560 0.001153 0.000354 0.000567
9570 0.001141 0.000354 0.000561
9580 0.001129 0.000352 0.000556
9590 0.001117 0.000351 0.000551
9600 0.001106 0.000350 0.000545
9610 0.001094 0.000348 0.000539
9620 0.001083 0.000347 0.000534
9630 0.001071 0.000345 0.000528
9640 0.001060 0.000343 0.000522
9650 0.001048 0.000341 0.000516
9660 0.001037 0.000339 0.000510
9670 0.001025 0.000337 0.000505
9680 0.001013 0.000335 0.000499
9690 0.001001 0.000333 0.000493
9700 0.000989 0.000330 0.000487
9710 0.000977 0.000328 0.000481
9720 0.000965 0.000325 0.000475
9730 0.000953 0.000323 0.000469
9740 0.000941 0.000320 0.000463
9750 0.000928 0.000317 0.000457
9760 0.000916 0.000315 0.000451
9770 0.000904 0.000312 0.000445
9780 0.000891 0.000309 0.000439
9790 0.000879 0.000306 0.000433
9800 0.000866 0.000303 0.000426
9810 0.000854 0.000300 0.000420
9820 0.000841 0.000297 0.000414
9830 0.000829 0.000294 0.000408
9840 0.000816 0.000291 0.000402
9850 0.000804 0.000288 0.000396
9860 0.000792 0.000285 0.000390
9870 0.000780 0.000282 0.000384
9880 0.000768 0.000279 0.000377
9890 0.000755 0.000275 0.000371
9900 0.000743 0.000272 0.000365
9910 0.000731 0.000269 0.000359
9920 0.000719 0.000266 0.000353
9930 0.000707 0.000262 0.000347
9940 0.000695 0.000259 0.000341
9950 0.000683 0.000256 0.000335
9960 0.000671 0.000252 0.000329
9970 0.000659 0.000249 0.000323
9980 0.000648 0.000245 0.000317
9990 0.000636 0.000242 0.000311
10000 0.000624 0.000238 0.000305
10010 0.000613 0.000235 0.000299
10020 0.000601 0.000231 0.000294
10030 0.000590 0.000228 0.000288
10040 0.000579 0.000225 0.000282
10050 0.000567 0.000221 0.000276
10060 0.000556 0.000218 0.000271
10070 0.000545 0.000214 0.000265
10080 0.000534 0.000211 0.000260
10090 0.000523 0.000207 0.000254
10100 0.000512 0.000204 0.000249
10110 0.000501 0.000200 0.000243
10120 0.000490 0.000197 0.000238
10130 0.000480 0.000194 0.000232
10140 0.000469 0.000190 0.000227
10150 0.000459 0.000187 0.000222
10160 0.000448 0.000183 0.000217
10170 0.000438 0.000180 0.000211
10180 0.000428 0.000177 0.000206
10190 0.000418 0.000173 0.000201
10200 0.000408 0.000170 0.000196
10210 0.000398 0.000167 0.000191
10220 0.000388 0.000163 0.000187
10230 0.000378 0.000160 0.000182
10240 0.000369 0.000157 0.000177
10250 0.000359 0.000154 0.000172
10260 0.000350 0.000151 0.000168
10270 0.000341 0.000147 0.000163
10280 0.000332 0.000144 0.000158
10290 0.000323 0.000141 0.000154
10300 0.000314 0.000138 0.000150
10310 0.000305 0.000135 0.000145
10320 0.000296 0.000132 0.000141
10330 0.000288 0.000129 0.000137
10340 0.000279 0.000126 0.000132
10350 0.000271 0.000123 0.000128
10360 0.000263 0.000120 0.000124
10370 0.000255 0.000117 0.000121
10380 0.000247 0.000114 0.000117
10390 0.000239 0.000112 0.000113
10400 0.000231 0.000109 0.000110
10410 0.000224 0.000106 0.000106
10420 0.000216 0.000103 0.000103
10430 0.000209 0.000101 0.000099
