 Iter cont_resid imp_resid energy_resid
7760 0.405011 0.120491 0.251886
7770 0.424638 0.115408 0.268531
7780 0.439133 0.111492 0.281403
7790 0.462405 0.110815 0.297915
7800 0.486121 0.118616 0.315896
7810 0.509532 0.123736 0.328646
7820 0.521582 0.125230 0.334563
7830 0.523781 0.127768 0.333352
7840 0.521709 0.133399 0.328311
7850 0.514950 0.140223 0.322405
7860 0.502120 0.144291 0.314125
7870 0.487682 0.145431 0.300786
7880 0.475062 0.149520 0.288914
7890 0.468669 0.150485 0.285329
7900 0.456680 0.145497 0.280311
7910 0.468425 0.139064 0.287567
7920 0.501702 0.137301 0.306782
7930 0.533296 0.140807 0.324338
7940 0.553533 0.144973 0.338072
7950 0.580042 0.152641 0.353736
7960 0.601028 0.160564 0.368545
7970 0.623352 0.163826 0.382810
7980 0.641818 0.160734 0.394839
7990 0.648225 0.162115 0.396846
8000 0.647588 0.166340 0.394294
8010 0.631498 0.167489 0.386899
8020 0.613218 0.169317 0.372890
8030 0.611487 0.170218 0.369249
8040 0.600911 0.173875 0.362356
8050 0.609270 0.171838 0.367453
8060 0.618873 0.165942 0.372114
8070 0.625455 0.162671 0.375560
8080 0.641506 0.158098 0.384962
8090 0.655652 0.157150 0.394424
8100 0.676502 0.168446 0.407925
8110 0.687105 0.178403 0.410894
8120 0.693212 0.182273 0.417946
8130 0.707782 0.186263 0.426285
8140 0.712555 0.192707 0.424591
8150 0.693772 0.205918 0.410813
8160 0.686431 0.213330 0.407455
8170 0.705597 0.212271 0.424373
8180 0.723325 0.204374 0.430056
8190 0.732825 0.197302 0.437229
8200 0.732638 0.186654 0.438082
8210 0.730896 0.181003 0.439871
8220 0.741486 0.178738 0.444043
8230 0.731744 0.175161 0.440280
8240 0.711414 0.174242 0.426135
8250 0.685526 0.176966 0.409591
8260 0.654154 0.183690 0.388490
8270 0.624944 0.188190 0.362295
8280 0.596041 0.185766 0.343088
8290 0.605885 0.180732 0.344871
8300 0.622070 0.182354 0.356585
8310 0.622654 0.179076 0.363389
8320 0.623965 0.173677 0.366305
8330 0.643979 0.171131 0.381428
8340 0.676642 0.171334 0.400113
8350 0.699929 0.169440 0.411734
8360 0.718222 0.169196 0.421103
8370 0.725806 0.171339 0.428061
8380 0.727901 0.184008 0.435417
8390 0.719178 0.194109 0.437840
8400 0.718628 0.196223 0.436374
8410 0.713417 0.197762 0.428102
8420 0.706615 0.200464 0.419374
8430 0.708025 0.197682 0.417616
8440 0.710926 0.197504 0.421931
8450 0.709944 0.199400 0.426973
8460 0.720408 0.197964 0.436011
8470 0.738250 0.192220 0.445980
8480 0.754806 0.184807 0.454733
8490 0.765841 0.174565 0.456344
8500 0.758008 0.167087 0.451301
8510 0.748948 0.163149 0.446373
8520 0.745667 0.171388 0.447024
8530 0.733329 0.181943 0.441392
8540 0.715263 0.191469 0.429686
8550 0.695991 0.196939 0.415108
8560 0.689810 0.200853 0.413222
8570 0.693813 0.201970 0.414932
8580 0.704607 0.206219 0.420029
8590 0.705747 0.214385 0.423644
8600 0.703609 0.218019 0.422782
8610 0.691293 0.217038 0.415339
8620 0.698257 0.210260 0.414614
8630 0.698191 0.198309 0.412575
8640 0.712955 0.193793 0.419824
8650 0.710434 0.197696 0.419173
8660 0.683193 0.198415 0.406603
8670 0.675232 0.200834 0.404670
8680 0.656862 0.196339 0.396559
8690 0.663631 0.190881 0.398306
8700 0.683208 0.189032 0.404102
8710 0.686002 0.185767 0.403959
8720 0.681153 0.187140 0.404563
8730 0.674194 0.191778 0.401794
8740 0.672877 0.189850 0.403899
8750 0.661512 0.184472 0.395786
8760 0.663771 0.186372 0.397510
8770 0.656405 0.183419 0.389202
8780 0.659708 0.181824 0.391499
8790 0.653924 0.177339 0.385584
8800 0.642290 0.172586 0.376178
8810 0.616968 0.164123 0.362223
8820 0.592514 0.159861 0.348516
8830 0.594569 0.159361 0.349735
8840 0.595055 0.157547 0.348351
8850 0.594178 0.155143 0.345246
8860 0.590713 0.149407 0.342086
8870 0.594724 0.152005 0.344620
8880 0.612533 0.158585 0.356872
8890 0.613933 0.166527 0.365119
8900 0.623215 0.169821 0.371162
8910 0.643554 0.175687 0.382878
8920 0.671466 0.181819 0.398615
8930 0.695741 0.178130 0.410705
8940 0.705418 0.177781 0.416086
8950 0.700837 0.175339 0.421777
8960 0.699065 0.171392 0.422850
8970 0.691097 0.170757 0.417032
8980 0.690634 0.170912 0.412359
8990 0.685685 0.173021 0.409053
9000 0.674987 0.178181 0.400509
9010 0.654341 0.178242 0.390870
9020 0.637987 0.177120 0.381937
9030 0.628611 0.182293 0.376471
9040 0.621171 0.182906 0.372907
9050 0.619257 0.175871 0.373776
9060 0.619203 0.166590 0.374084
9070 0.613416 0.155458 0.371827
9080 0.604667 0.144576 0.362408
9090 0.593080 0.137384 0.353446
9100 0.581921 0.132016 0.342483
9110 0.577913 0.131461 0.341164
9120 0.575782 0.139668 0.343549
9130 0.568884 0.149494 0.343914
9140 0.565451 0.153200 0.342328
9150 0.561023 0.155742 0.335361
9160 0.554150 0.155140 0.328286
9170 0.548084 0.159748 0.326729
9180 0.542169 0.162116 0.320531
9190 0.523830 0.163205 0.310851
9200 0.514182 0.164012 0.303157
9210 0.499048 0.162864 0.290514
9220 0.491682 0.164559 0.281085
9230 0.473082 0.158517 0.268504
9240 0.471767 0.154804 0.264414
9250 0.469358 0.153557 0.263655
9260 0.468632 0.147056 0.264235
9270 0.468226 0.139646 0.266958
9280 0.491215 0.141002 0.284727
9290 0.513316 0.145415 0.301777
9300 0.524423 0.144202 0.310533
9310 0.538146 0.145945 0.322133
9320 0.542667 0.146917 0.326576
9330 0.555062 0.152492 0.332724
9340 0.552532 0.152203 0.331594
9350 0.538662 0.142818 0.319382
9360 0.527555 0.143336 0.307446
9370 0.521175 0.142378 0.301647
9380 0.520877 0.150599 0.300364
9390 0.512216 0.157272 0.292054
9400 0.505881 0.159770 0.291165
9410 0.492217 0.162687 0.282560
9420 0.504685 0.169300 0.294743
9430 0.546245 0.178256 0.325624
9440 0.583977 0.187577 0.349904
9450 0.603962 0.194348 0.364006
9460 0.633961 0.200652 0.381571
9470 0.656499 0.206081 0.392875
9480 0.668886 0.204142 0.398740
9490 0.709648 0.221738 0.423728
9500 0.745814 0.231720 0.445780
9510 0.756481 0.237598 0.457473
9520 0.770978 0.249189 0.470863
9530 0.813409 0.274128 0.496476
9540 0.845645 0.279899 0.521083
9550 0.897674 0.316201 0.555452
9560 0.984259 0.390552 0.612716
9570 1.048104 0.429126 0.662433
9580 1.123043 0.488450 0.695644
9590 1.166577 0.569784 0.713682
9600 1.219028 0.619094 0.742749
9610 1.345579 0.748445 0.820979
9620 1.429085 0.931938 0.883575
9630 1.559970 1.141783 0.953712
9640 1.528804 1.224026 0.968516
9650 1.878844 1.381302 1.170576
9660 2.128030 1.481594 1.278670
9670 2.289505 1.552089 1.336463
9680 2.164361 1.499366 1.288994
9690 2.242950 1.563019 1.390122
9700 2.234623 1.559789 1.406540
9710 2.196756 1.509224 1.345636
9720 2.201930 1.435684 1.324591
9730 2.405359 1.500678 1.469527
9740 2.344320 1.484065 1.497796
9750 2.348911 1.635136 1.542788
9760 2.163082 1.463579 1.434509
9770 2.354229 1.641170 1.517281
9780 2.239705 1.474994 1.476656
9790 2.287654 1.412197 1.492659
9800 2.365373 1.471672 1.527277
9810 2.325896 1.557583 1.437758
9820 2.314793 1.604992 1.481763
9830 2.255836 1.516459 1.453619
9840 2.287933 1.426086 1.486052
9850 2.264676 1.330993 1.452774
9860 2.106142 1.244865 1.342676
9870 2.063133 1.245993 1.346913
9880 2.081082 1.245813 1.345728
9890 2.183971 1.270851 1.364014
9900 2.211692 1.251590 1.343319
9910 2.010559 1.207800 1.237244
9920 1.951031 1.218349 1.209486
9930 2.010471 1.167511 1.216646
9940 2.054403 1.123494 1.224148
9950 2.044394 1.078502 1.190088
9960 1.966986 1.111307 1.154899
9970 1.888076 1.149604 1.139436
9980 1.889264 1.143707 1.112079
9990 1.875480 1.086848 1.062018
10000 1.822278 0.999552 0.991514
