-0.333333	0.678083
-0.320000	0.689208
-0.306666	0.700288
-0.293333	0.711799
-0.280000	0.723216
-0.266666	0.734983
-0.253333	0.746778
-0.240000	0.758817
-0.226666	0.770923
-0.213333	0.783336
-0.200000	0.795635
-0.186666	0.808473
-0.173333	0.821034
-0.160000	0.834104
-0.146666	0.847071
-0.133333	0.860485
-0.120000	0.873340
-0.106666	0.887725
-0.093333	0.900314
-0.080000	0.914849
-0.066666	0.928606
-0.053333	0.942170
-0.040000	0.956771
-0.026666	0.971043
-0.013333	0.981376
0.000000	0.930601
0.013334	0.709317
0.026667	0.586883
0.040000	0.700047
0.053334	0.962778
0.066667	1.064347
0.080000	1.091816
0.093334	0.946613
0.106667	1.181449
0.120000	1.090245
0.133334	0.932379
0.146667	1.074348
0.160000	0.888352
0.173334	1.188108
0.186667	1.223501
0.200000	1.121615
0.213334	1.339999
0.226667	1.120387
0.240000	1.265710
0.253334	1.459062
0.266667	1.067995
0.280000	1.554077
0.293334	1.185744
0.306667	1.797647
0.320000	1.175031
0.333334	1.703001
0.346667	1.254540
0.360000	0.624533
0.373333	0.799722
0.386667	0.599573
0.400000	0.722919
0.413333	0.622609
0.426667	0.642244
0.440000	0.628092
0.453333	0.609117
0.466667	0.605343
0.480000	0.591291
0.493333	0.575211
0.506667	0.574591
0.520000	0.548669
0.533333	0.552543
0.546667	0.523660
0.560000	0.533859
0.573333	0.514603
0.586667	0.526298
0.600000	0.513849
0.613333	0.517066
0.626667	0.503798
0.640000	0.498621
0.653333	0.484951
0.666667	0.477068
0.680000	0.465424
0.693333	0.457904
0.706667	0.448297
0.720000	0.441340
0.733333	0.432852
0.746667	0.426137
0.760000	0.418259
0.773333	0.411528
0.786667	0.403521
0.800000	0.396132
0.813333	0.388397
0.826667	0.381901
0.840000	0.375908
0.853333	0.371645
0.866667	0.367717
0.880000	0.364657
0.893333	0.361469
0.906667	0.358154
0.920000	0.354598
0.933333	0.350491
0.946667	0.346031
0.960000	0.340193
0.973333	0.333759
0.986667	0.326134
1.000000	0.318157
